Gen,NbVert,T_Min,T_Avg,T_Max,T_mutat,T_eval,T_total
0,173,-45.11,-14.74,-6.76,0.02,1.29,1.31
1,180,-45.59,-10.82,-6.86,0.41,1.42,4.46
2,177,-42.27,-9.19,-6.18,0.31,1.15,7.75
3,183,-45.43,-9.37,-5.89,0.40,1.36,11.01
4,183,-30.61,-8.15,-5.89,0.38,1.19,14.39
5,184,-29.25,-8.10,-5.68,0.50,1.16,17.61
6,185,-28.36,-7.98,-5.80,0.53,1.29,21.00
7,185,-36.34,-8.32,-5.52,0.38,1.44,24.56
8,187,-26.53,-7.60,-5.01,0.56,1.48,28.49
9,183,-41.35,-8.32,-4.88,0.42,1.23,32.18
10,185,-41.58,-7.25,-3.80,0.37,1.20,35.58
11,186,-22.72,-7.77,-5.43,0.47,1.64,39.51
12,182,-14.71,-7.05,-2.42,0.45,1.27,43.55
13,183,-22.87,-7.13,-4.83,0.71,1.23,47.06
14,182,-39.42,-8.56,-4.83,0.28,1.07,50.18
15,185,-36.97,-7.57,-4.52,0.31,1.17,53.12
16,181,-23.89,-7.17,-3.97,0.35,0.98,56.09
17,180,-37.68,-7.13,-3.97,0.32,1.19,59.03
18,186,-43.27,-7.97,-3.97,0.43,1.36,62.54
19,188,-34.28,-7.21,-3.27,0.41,1.13,65.73
20,187,-43.24,-7.36,-3.97,0.38,1.15,68.94
21,192,-23.04,-6.75,-3.97,0.25,1.18,71.92
22,189,-15.09,-6.53,-3.97,0.54,1.05,75.20
23,192,-41.68,-6.75,-3.97,0.24,1.07,77.94
24,191,-23.24,-6.87,-3.97,0.38,1.21,80.92
25,194,-34.05,-7.48,-3.97,0.45,1.13,84.06
26,191,-27.73,-6.65,-3.97,0.33,1.07,86.89
27,192,-37.92,-6.76,-3.69,0.37,1.03,89.90
28,187,-36.57,-6.84,-3.09,0.39,1.15,92.84
29,193,-43.41,-7.25,-3.97,0.54,1.07,96.01
30,193,-17.30,-6.25,-3.97,0.43,1.17,99.23
31,197,-32.91,-6.80,-3.97,0.27,1.22,102.37
32,200,-33.50,-6.97,-3.97,0.37,1.26,105.82
33,195,-46.01,-7.11,-3.27,0.34,1.10,108.94
34,198,-31.44,-6.54,-3.97,0.31,1.52,112.44
35,197,-37.66,-6.66,-3.97,0.22,1.42,115.74
36,194,-36.47,-6.01,-3.97,0.43,1.42,119.31
37,193,-30.32,-6.00,-3.66,0.12,1.74,122.99
38,193,-41.45,-5.40,-3.97,0.32,2.08,127.07
39,196,-32.68,-5.74,-3.97,0.22,1.67,130.93
40,192,-37.99,-5.74,-2.79,0.19,2.14,135.01
41,196,-17.30,-5.29,-3.38,0.31,2.50,139.68
42,200,-37.15,-6.08,-3.38,0.31,1.61,143.58
43,199,-39.34,-5.35,-3.38,0.25,2.55,148.24
44,198,-51.66,-6.18,-3.38,0.48,1.48,152.57
45,201,-42.10,-5.87,-3.38,0.20,1.44,156.13
46,193,-51.63,-5.78,-3.38,0.28,2.22,160.45
47,194,-34.99,-5.78,-3.38,0.28,1.63,164.39
48,196,-37.83,-5.80,-3.38,0.29,1.53,168.29
49,193,-43.98,-5.60,-3.38,0.24,1.51,171.72
50,191,-35.74,-6.03,-3.38,0.34,2.18,175.89
51,193,-38.55,-6.21,-3.38,0.35,1.57,179.76
52,192,-37.43,-5.67,-2.21,0.21,1.57,183.55
53,197,-26.49,-5.70,-3.38,0.29,2.37,188.02
54,197,-37.94,-5.40,-3.38,0.21,1.72,192.14
55,195,-37.57,-6.49,-3.38,0.17,2.18,196.47
56,196,-38.65,-5.50,-3.38,0.20,1.58,200.18
57,198,-21.93,-5.26,-3.38,0.20,1.54,204.01
58,195,-44.99,-6.47,-3.38,0.23,1.44,207.77
59,193,-58.33,-5.81,-3.38,0.28,1.59,211.74
60,198,-21.86,-5.59,-3.38,0.24,1.75,215.93
61,197,-44.49,-5.74,-2.12,0.31,1.51,219.57
62,197,-34.17,-5.87,-3.08,0.27,1.66,223.52
63,200,-43.55,-5.66,-2.88,0.27,1.63,227.66
64,192,-31.11,-5.98,-3.08,0.25,2.22,232.07
65,193,-43.89,-6.50,-3.08,0.20,1.67,236.17
66,193,-28.78,-5.40,-3.08,0.21,1.64,240.05
67,198,-44.09,-6.89,-3.08,0.31,1.59,244.02
68,199,-29.01,-5.66,-3.08,0.29,2.38,248.82
69,201,-17.30,-5.27,-3.08,0.32,1.83,253.33
70,198,-31.17,-5.56,-3.08,0.23,1.57,257.13
71,201,-30.19,-5.75,-3.08,0.37,1.86,261.40
72,203,-36.21,-6.18,-3.08,0.19,1.76,265.66
73,199,-30.99,-5.53,-3.08,0.24,1.80,269.86
74,196,-37.10,-5.82,-3.08,0.35,1.91,274.06
75,196,-35.52,-5.43,-3.08,0.41,1.78,278.67
76,197,-45.32,-6.17,-2.85,0.47,2.05,283.55
77,199,-28.67,-5.26,-2.85,0.27,2.81,288.64
78,203,-22.54,-5.65,-2.85,0.30,2.29,293.55
79,201,-17.30,-5.15,-2.85,0.22,1.93,297.86
