Gen,NbVert,T_Min,T_Avg,T_Max,T_mutat,T_eval,T_total
0,173,-45.11,-14.74,-6.76,0.03,1.44,3.13
1,180,-45.59,-10.82,-6.86,0.38,1.47,7.19
2,177,-45.73,-8.78,-6.50,0.33,1.08,10.00
3,183,-45.94,-9.70,-4.69,0.53,1.31,13.72
4,182,-29.04,-8.62,-5.28,0.39,1.09,16.65
5,183,-36.35,-8.98,-5.28,0.38,1.39,19.95
6,186,-30.50,-8.00,-4.96,0.38,1.61,24.15
7,186,-37.83,-8.61,0.74,0.52,1.44,28.15
8,187,-35.71,-7.81,-3.34,0.40,1.27,31.67
9,189,-34.65,-8.02,-3.34,0.36,1.24,34.72
10,190,-38.47,-7.34,-4.48,0.39,1.23,37.94
11,192,-30.90,-7.91,-5.58,0.49,1.55,41.92
12,192,-20.57,-7.05,-4.17,0.32,1.34,45.18
13,193,-33.53,-7.31,-3.66,0.41,1.29,48.64
14,195,-44.78,-8.86,-3.65,0.40,1.29,52.00
15,192,-41.83,-8.20,-3.65,0.37,1.21,55.09
16,193,-52.83,-9.04,-0.84,0.34,1.11,58.34
17,195,-44.81,-7.65,-1.26,0.48,1.38,62.06
18,195,-46.07,-7.57,-1.26,0.23,1.58,65.71
19,191,-43.71,-6.93,-1.26,0.39,1.38,69.33
20,192,-34.66,-7.33,-1.26,0.29,1.48,72.90
21,191,-36.64,-7.19,-1.26,0.43,1.59,76.61
22,192,-30.91,-6.61,-1.26,0.34,1.31,79.93
23,195,-36.00,-7.32,-1.26,0.45,1.44,83.37
24,197,-22.23,-6.84,-1.26,0.32,1.37,87.01
25,192,-42.67,-7.31,-1.26,0.37,1.18,90.26
26,196,-41.09,-7.60,-1.26,0.33,1.53,94.19
27,195,-34.41,-6.76,-1.26,0.40,1.51,97.82
28,198,-36.72,-7.41,-1.26,0.48,1.36,101.52
29,200,-36.98,-6.63,-1.26,0.51,1.47,105.42
30,197,-43.29,-6.99,-1.26,0.44,1.41,109.22
31,200,-34.58,-7.06,-3.62,0.32,1.37,113.06
32,202,-42.76,-6.70,-1.26,0.33,1.35,116.60
33,197,-38.61,-6.39,-1.26,0.38,1.32,120.36
34,195,-27.70,-6.06,-1.26,0.32,1.59,124.45
35,191,-36.73,-6.84,-1.26,0.32,1.42,128.23
36,195,-37.90,-6.15,-1.26,0.37,1.56,132.79
37,191,-38.70,-6.54,-1.26,0.48,1.59,137.40
38,198,-40.43,-5.82,-1.26,0.42,1.79,142.37
39,193,-42.20,-6.22,-1.26,0.35,1.67,147.19
40,195,-44.13,-6.33,-1.10,0.59,1.68,152.69
41,197,-37.69,-6.16,-2.48,0.49,1.75,157.84
42,197,-43.86,-6.27,3.14,0.51,1.74,162.79
43,196,-42.18,-6.06,-1.33,0.42,1.66,167.99
44,202,-41.41,-6.64,-1.26,0.42,1.55,172.71
45,192,-37.94,-5.19,0.17,0.43,1.52,177.32
46,195,-41.32,-6.72,-1.26,0.38,1.89,182.64
47,192,-35.84,-6.13,-1.26,0.40,1.54,187.14
48,197,-34.83,-6.24,-1.26,0.60,1.47,191.92
49,196,-41.61,-6.38,-1.26,0.44,1.54,196.66
50,195,-44.10,-5.48,-1.24,0.61,1.88,201.90
51,196,-43.45,-6.30,-1.26,0.46,1.85,207.01
52,198,-44.34,-6.07,0.92,0.28,1.96,212.06
53,202,-29.63,-4.88,-1.26,0.44,2.13,218.32
54,197,-44.20,-5.03,-1.26,0.35,2.41,224.16
55,194,-30.01,-5.46,-1.26,0.38,1.92,229.73
56,198,-38.53,-4.81,-1.26,0.46,2.25,235.39
57,199,-36.58,-5.62,-1.26,0.41,3.00,242.19
58,197,-45.67,-5.75,-1.26,0.39,2.22,247.74
59,195,-38.28,-5.76,-1.26,0.35,2.11,252.98
60,196,-32.92,-5.34,-1.26,0.45,1.95,257.99
61,201,-36.39,-4.79,-1.26,0.48,2.34,263.31
62,200,-38.82,-5.14,-1.26,0.27,2.44,268.88
63,194,-44.03,-5.38,-1.33,0.56,2.15,274.28
64,206,-46.49,-5.40,-1.33,0.47,2.69,280.69
65,207,-16.48,-4.52,-1.33,0.39,2.46,286.72
66,213,-37.01,-4.77,-1.33,0.50,2.22,292.16
67,212,-37.63,-5.07,7.54,0.36,2.14,297.13
68,219,-37.86,-5.05,2.67,0.35,2.13,302.66
69,218,-16.99,-4.22,2.40,0.35,2.19,308.00
70,222,-34.44,-5.02,2.71,0.34,2.10,312.68
71,224,-33.66,-5.04,2.40,0.48,2.27,318.54
72,233,-36.50,-4.93,2.40,0.58,1.87,323.74
73,232,-30.21,-4.64,2.40,0.32,1.95,328.59
74,240,-35.29,-4.70,4.42,0.29,2.18,333.47
75,236,-27.46,-4.52,2.47,0.53,1.92,338.96
76,246,-39.29,-4.63,7.08,0.55,1.96,343.98
77,246,-20.09,-4.03,3.71,0.38,2.81,350.38
78,252,-20.24,-5.02,3.71,0.45,2.63,356.17
79,253,-28.90,-4.39,3.71,0.31,2.25,360.87
